date;location_key;mobility_retail_and_recreation;mobility_grocery_and_pharmacy;mobility_parks;mobility_transit_stations;mobility_workplaces;mobility_residential
13/08/2021;BE;0;15;139;-21;-40;6
14/08/2021;BE;-9;2;140;2;4;-1
15/08/2021;BE;9;16;136;10;15;-4
16/08/2021;BE;9;17;70;-29;-48;10
17/08/2021;BE;6;18;68;-28;-40;9
18/08/2021;BE;6;12;88;-23;-34;7
19/08/2021;BE;7;16;98;-24;-36;8
20/08/2021;BE;0;13;107;-20;-35;7
21/08/2021;BE;-9;-1;120;1;6;-1
22/08/2021;BE;-4;11;37;-9;15;0
23/08/2021;BE;11;19;86;-24;-35;8
24/08/2021;BE;18;20;147;-19;-34;6
25/08/2021;BE;15;11;142;-16;-31;4
26/08/2021;BE;8;19;79;-21;-32;7
27/08/2021;BE;3;17;95;-17;-31;6
28/08/2021;BE;-4;6;80;1;9;0
29/08/2021;BE;1;15;54;-1;17;-1
30/08/2021;BE;21;23;73;-17;-33;7
31/08/2021;BE;25;28;94;-15;-32;7
01/09/2021;BE;15;25;67;-7;-28;5
02/09/2021;BE;11;24;86;-6;-26;5
03/09/2021;BE;7;20;111;0;-24;3
04/09/2021;BE;1;11;117;8;10;-1
05/09/2021;BE;19;28;131;18;19;-3
06/09/2021;BE;13;22;101;-2;-28;3
07/09/2021;BE;14;25;122;-2;-26;3
08/09/2021;BE;15;21;125;0;-25;2
09/09/2021;BE;3;20;72;-5;-25;4
10/09/2021;BE;0;17;67;-4;-24;4
11/09/2021;BE;0;9;73;4;8;0
12/09/2021;BE;13;21;100;15;16;-2
13/09/2021;BE;10;21;82;-2;-27;3
14/09/2021;BE;7;21;74;-2;-26;4
15/09/2021;BE;8;19;59;-3;-25;3
16/09/2021;BE;3;17;74;-7;-26;3
17/09/2021;BE;2;15;91;-2;-26;3
18/09/2021;BE;0;6;112;9;6;-1
19/09/2021;BE;11;21;106;24;10;-2
20/09/2021;BE;5;19;69;-5;-25;4
21/09/2021;BE;7;19;84;-5;-22;3
22/09/2021;BE;8;15;81;-5;-18;3
23/09/2021;BE;3;18;65;-6;-18;4
24/09/2021;BE;-1;17;76;-10;-21;4
25/09/2021;BE;0;6;108;9;6;-1
26/09/2021;BE;5;18;80;11;11;-1
27/09/2021;BE;2;16;37;-16;-28;6
28/09/2021;BE;6;20;70;-5;-19;3
29/09/2021;BE;1;15;26;-12;-21;4
30/09/2021;BE;2;19;37;-11;-19;4
01/10/2021;BE;-2;17;29;-8;-20;4
02/10/2021;BE;-1;12;26;-6;2;1
03/10/2021;BE;-8;6;-12;-16;4;2
04/10/2021;BE;6;17;46;-11;-22;4
05/10/2021;BE;-1;16;26;-14;-20;5
06/10/2021;BE;-2;12;7;-16;-19;5
07/10/2021;BE;2;18;43;-11;-17;4
08/10/2021;BE;2;16;61;-6;-18;3
09/10/2021;BE;3;7;84;4;2;-1
10/10/2021;BE;6;17;77;9;6;-1
11/10/2021;BE;2;17;38;-12;-19;5
12/10/2021;BE;-1;17;26;-13;-17;5
13/10/2021;BE;3;14;36;-13;-17;4
14/10/2021;BE;-1;14;35;-13;-16;4
15/10/2021;BE;-3;15;32;-10;-17;4
16/10/2021;BE;1;7;60;-1;2;1
17/10/2021;BE;4;16;63;-1;5;0
18/10/2021;BE;2;17;47;-12;-18;5
19/10/2021;BE;2;18;43;-13;-17;5
20/10/2021;BE;-1;14;27;-14;-17;5
21/10/2021;BE;-5;13;14;-15;-16;6
22/10/2021;BE;-3;17;32;-9;-17;5
23/10/2021;BE;-1;9;52;-5;2;1
24/10/2021;BE;7;15;79;-1;6;0
25/10/2021;BE;0;17;25;-15;-18;6
26/10/2021;BE;3;20;43;-13;-16;5
27/10/2021;BE;6;18;48;-10;-16;4
28/10/2021;BE;8;21;60;-9;-16;4
29/10/2021;BE;0;22;46;-7;-18;4
30/10/2021;BE;-4;15;19;-9;-3;2
31/10/2021;BE;10;25;36;-2;-2;0
01/11/2021;BE;-16;-46;95;-42;-82;17
02/11/2021;BE;12;39;42;-28;-46;10
03/11/2021;BE;4;15;42;-24;-37;7
04/11/2021;BE;2;18;22;-27;-37;9
05/11/2021;BE;-3;17;41;-22;-37;8
06/11/2021;BE;-6;8;34;-10;-4;3
07/11/2021;BE;-3;13;23;-10;1;2
08/11/2021;BE;0;17;25;-16;-19;6
09/11/2021;BE;3;21;37;-15;-18;5
10/11/2021;BE;15;31;54;-9;-20;2
11/11/2021;BE;-21;-43;88;-41;-79;20
12/11/2021;BE;5;32;57;-20;-46;11
13/11/2021;BE;-9;6;17;-14;-5;4
14/11/2021;BE;-9;8;29;-9;0;2
15/11/2021;BE;-4;18;8;-20;-22;7
16/11/2021;BE;-4;18;14;-18;-18;7
17/11/2021;BE;-3;15;17;-18;-18;6
18/11/2021;BE;-5;17;22;-18;-18;7
19/11/2021;BE;-8;17;16;-16;-19;8
20/11/2021;BE;-8;11;21;-13;-1;4
21/11/2021;BE;-13;8;5;-14;-1;4
22/11/2021;BE;-4;16;19;-21;-23;8
23/11/2021;BE;-4;19;14;-22;-23;8
24/11/2021;BE;-3;16;13;-21;-23;8
25/11/2021;BE;-7;18;3;-21;-23;9
26/11/2021;BE;-7;17;-2;-18;-23;10
27/11/2021;BE;-9;13;12;-14;-1;5
28/11/2021;BE;-12;14;-12;-18;1;5
29/11/2021;BE;-2;19;8;-22;-25;9
30/11/2021;BE;-6;19;-3;-25;-25;10
01/12/2021;BE;-4;18;-5;-24;-25;9
02/12/2021;BE;-8;20;-6;-26;-24;11
03/12/2021;BE;-9;24;1;-22;-24;11
04/12/2021;BE;-12;15;1;-19;-2;6
05/12/2021;BE;-13;11;9;-16;0;4
06/12/2021;BE;-5;17;6;-31;-29;10
07/12/2021;BE;-3;20;15;-24;-24;10
08/12/2021;BE;-3;17;12;-24;-23;8
09/12/2021;BE;-7;19;2;-26;-22;10
10/12/2021;BE;-14;15;-10;-25;-23;11
11/12/2021;BE;-7;15;35;-11;3;5
12/12/2021;BE;-10;11;-4;-17;4;5
13/12/2021;BE;-2;19;11;-25;-23;9
14/12/2021;BE;1;22;16;-24;-22;9
15/12/2021;BE;1;19;13;-22;-21;8
16/12/2021;BE;2;24;22;-22;-21;9
17/12/2021;BE;-2;22;21;-18;-21;9
18/12/2021;BE;-4;15;30;-8;4;4
19/12/2021;BE;10;27;19;-7;10;3
20/12/2021;BE;17;28;24;-25;-30;9
21/12/2021;BE;23;36;44;-23;-31;9
22/12/2021;BE;20;37;25;-24;-32;8
23/12/2021;BE;23;64;13;-26;-37;11
24/12/2021;BE;-16;43;-8;-39;-56;13
25/12/2021;BE;-72;-80;-25;-51;-49;8
26/12/2021;BE;-30;8;3;-26;-9;5
27/12/2021;BE;17;31;35;-39;-63;16
28/12/2021;BE;13;29;26;-40;-60;16
29/12/2021;BE;12;31;34;-35;-58;14
30/12/2021;BE;16;62;48;-35;-60;16
31/12/2021;BE;-21;39;38;-41;-65;15
01/01/2022;BE;-68;-80;27;-42;-45;8
02/01/2022;BE;-24;12;14;-25;-3;5
03/01/2022;BE;8;25;1;-40;-52;16
04/01/2022;BE;3;20;3;-39;-45;15
05/01/2022;BE;-1;12;15;-36;-42;12
06/01/2022;BE;1;20;28;-36;-42;14
07/01/2022;BE;-12;15;-5;-39;-41;16
08/01/2022;BE;-19;5;-27;-30;-2;8
09/01/2022;BE;-12;9;16;-21;7;5
10/01/2022;BE;-8;15;-8;-29;-23;10
11/01/2022;BE;-8;18;13;-28;-23;9
12/01/2022;BE;-11;12;-3;-29;-22;9
13/01/2022;BE;-13;15;-1;-29;-22;11
14/01/2022;BE;-14;16;7;-26;-21;11
15/01/2022;BE;-11;10;21;-20;4;6
16/01/2022;BE;-22;3;-11;-31;3;6
17/01/2022;BE;-9;15;9;-28;-24;9
18/01/2022;BE;-10;16;16;-28;-24;10
19/01/2022;BE;-12;11;-5;-30;-24;9
20/01/2022;BE;-15;14;-7;-31;-25;11
21/01/2022;BE;-16;14;-3;-28;-23;12
22/01/2022;BE;-14;9;4;-23;2;7
23/01/2022;BE;-18;5;16;-23;2;6
24/01/2022;BE;-8;16;21;-28;-26;10
25/01/2022;BE;-12;15;3;-31;-27;11
26/01/2022;BE;-12;11;-3;-31;-26;10
27/01/2022;BE;-15;13;-11;-32;-26;11
28/01/2022;BE;-11;17;4;-27;-24;11
29/01/2022;BE;-11;10;3;-20;1;6
30/01/2022;BE;-6;9;44;-16;4;3
31/01/2022;BE;-10;11;-14;-30;-26;10
01/02/2022;BE;-9;18;2;-27;-23;9
02/02/2022;BE;-9;14;-1;-26;-22;8
03/02/2022;BE;-11;15;-3;-27;-21;9
04/02/2022;BE;-14;15;-7;-25;-21;10
05/02/2022;BE;-8;11;36;-14;3;4
06/02/2022;BE;-26;-4;-41;-33;-1;6
07/02/2022;BE;-3;17;28;-22;-22;7
08/02/2022;BE;-6;15;12;-23;-21;8
09/02/2022;BE;-3;14;23;-21;-21;6
10/02/2022;BE;-11;12;-6;-26;-21;9
11/02/2022;BE;-7;17;25;-19;-19;7
12/02/2022;BE;-4;11;52;-8;4;3
13/02/2022;BE;-3;12;38;-11;8;2
14/02/2022;BE;9;21;13;-21;-20;7
15/02/2022;BE;-6;13;15;-20;-19;7
16/02/2022;BE;-7;12;-2;-22;-18;7
17/02/2022;BE;-8;16;10;-20;-17;7
18/02/2022;BE;-23;4;-18;-25;-18;11
19/02/2022;BE;-8;10;6;-14;6;3
20/02/2022;BE;-19;2;-33;-25;5;4
21/02/2022;BE;-11;12;-7;-24;-18;7
22/02/2022;BE;-5;17;10;-21;-16;6
23/02/2022;BE;1;15;39;-18;-15;4
24/02/2022;BE;-9;15;0;-22;-15;6
25/02/2022;BE;-8;19;9;-17;-15;6
26/02/2022;BE;-7;9;51;-8;4;1
27/02/2022;BE;5;14;74;-3;8;-1
28/02/2022;BE;6;18;67;-24;-34;7
01/03/2022;BE;1;20;32;-26;-32;7
02/03/2022;BE;0;13;41;-24;-29;5
03/03/2022;BE;3;17;61;-23;-30;7
04/03/2022;BE;-3;17;55;-22;-31;7
05/03/2022;BE;-7;9;50;-9;2;1
06/03/2022;BE;0;20;37;-8;9;0
07/03/2022;BE;-6;20;13;-20;-16;5
08/03/2022;BE;-3;21;33;-18;-15;4
09/03/2022;BE;-2;16;46;-17;-14;4
10/03/2022;BE;-4;18;42;-17;-13;5
11/03/2022;BE;-8;17;30;-16;-13;5
12/03/2022;BE;-7;10;27;-9;7;2
13/03/2022;BE;-1;17;36;-6;9;1
14/03/2022;BE;-8;18;20;-18;-14;5
15/03/2022;BE;-8;18;20;-18;-13;5
16/03/2022;BE;-5;13;32;-17;-14;4
17/03/2022;BE;-9;16;21;-19;-13;5
18/03/2022;BE;-8;19;45;-14;-14;5
19/03/2022;BE;-7;13;52;-6;5;1
20/03/2022;BE;-5;16;25;-9;6;1
21/03/2022;BE;-8;21;46;-16;-14;5
22/03/2022;BE;-4;21;64;-15;-13;4
23/03/2022;BE;-2;18;65;-15;-13;3
24/03/2022;BE;-4;21;54;-16;-13;5
25/03/2022;BE;-6;21;55;-13;-14;5
26/03/2022;BE;-6;13;70;-3;5;1
27/03/2022;BE;-1;15;49;0;6;0
28/03/2022;BE;-5;19;47;-17;-15;5
29/03/2022;BE;-5;22;32;-17;-14;5
30/03/2022;BE;-4;21;25;-18;-13;4
31/03/2022;BE;-8;23;6;-20;-13;5
01/04/2022;BE;-15;17;-3;-20;-15;7
02/04/2022;BE;-12;14;4;-15;1;2
03/04/2022;BE;-7;12;25;-10;1;1
04/04/2022;BE;-15;14;-3;-32;-32;8
05/04/2022;BE;-8;20;14;-30;-31;8
06/04/2022;BE;-11;11;8;-29;-29;6
07/04/2022;BE;-10;17;3;-31;-31;9
08/04/2022;BE;-11;19;13;-28;-31;8
09/04/2022;BE;-11;10;25;-11;0;1
10/04/2022;BE;2;16;53;-1;3;-1
11/04/2022;BE;3;23;75;-24;-35;6
12/04/2022;BE;7;23;104;-21;-33;6
13/04/2022;BE;-3;14;46;-26;-32;5
14/04/2022;BE;5;24;82;-23;-36;7
15/04/2022;BE;-1;28;92;-23;-39;7
16/04/2022;BE;-7;19;92;-4;-1;0
17/04/2022;BE;2;17;101;2;1;-4
18/04/2022;BE;-8;-41;174;-34;-81;14
19/04/2022;BE;-2;38;63;-11;-12;3
20/04/2022;BE;0;23;72;-12;-11;2
21/04/2022;BE;-1;24;63;-11;-10;3
22/04/2022;BE;-5;26;50;-16;-13;4
23/04/2022;BE;-3;17;66;0;10;0
24/04/2022;BE;6;23;79;8;14;-1
25/04/2022;BE;-6;22;27;-13;-12;4
26/04/2022;BE;0;27;51;-10;-9;3
27/04/2022;BE;5;24;66;-9;-10;2
28/04/2022;BE;4;27;64;-8;-9;2
29/04/2022;BE;1;29;54;-6;-10;2
30/04/2022;BE;0;21;56;3;9;-1
01/05/2022;BE;11;24;78;14;11;-2
02/05/2022;BE;7;28;73;-10;-19;4
03/05/2022;BE;7;30;70;-7;-9;2
04/05/2022;BE;10;27;68;-7;-9;2
05/05/2022;BE;6;29;53;-9;-9;3
06/05/2022;BE;7;29;79;-3;-10;1
07/05/2022;BE;5;21;69;7;13;-2
08/05/2022;BE;22;28;89;15;16;-4
09/05/2022;BE;6;28;70;-8;-12;3
10/05/2022;BE;5;28;62;-9;-9;2
11/05/2022;BE;8;26;70;-9;-9;1
12/05/2022;BE;4;27;54;-9;-8;2
13/05/2022;BE;2;27;64;-10;-11;2
14/05/2022;BE;-1;18;92;4;11;-3
15/05/2022;BE;13;33;99;12;14;-4
16/05/2022;BE;0;28;48;-11;-11;3
17/05/2022;BE;5;28;77;-8;-8;2
18/05/2022;BE;6;26;80;-9;-9;1
19/05/2022;BE;-2;23;37;-11;-9;3
20/05/2022;BE;-6;21;28;-11;-10;4
21/05/2022;BE;-1;16;77;7;12;-2
22/05/2022;BE;12;30;94;11;13;-3
23/05/2022;BE;-5;24;18;-14;-13;4
24/05/2022;BE;4;31;40;-11;-11;3
25/05/2022;BE;19;43;68;-5;-15;-2
26/05/2022;BE;-6;-35;146;-31;-79;14
27/05/2022;BE;10;42;116;-17;-52;9
28/05/2022;BE;-6;12;89;1;2;-1
29/05/2022;BE;-7;19;30;1;8;-1
30/05/2022;BE;1;31;38;-10;-12;3
31/05/2022;BE;3;32;45;-33;-15;4
01/06/2022;BE;5;30;49;-8;-9;2
02/06/2022;BE;6;30;68;-7;-9;2
03/06/2022;BE;2;30;79;-4;-11;1
04/06/2022;BE;2;24;99;9;9;-2
05/06/2022;BE;0;22;23;-8;3;0
06/06/2022;BE;-9;-37;107;-36;-80;17
07/06/2022;BE;3;49;40;-7;-11;2
08/06/2022;BE;-2;27;18;-13;-11;4
09/06/2022;BE;2;31;48;-9;-9;3
10/06/2022;BE;1;28;68;-7;-10;2
11/06/2022;BE;0;21;83;5;12;-1
12/06/2022;BE;12;32;88;10;15;-3
13/06/2022;BE;3;28;63;-8;-12;3
14/06/2022;BE;8;32;88;-6;-10;2
15/06/2022;BE;7;30;84;-7;-11;2
16/06/2022;BE;7;34;84;-6;-11;2
17/06/2022;BE;2;32;97;-5;-13;2
18/06/2022;BE;-9;19;97;3;6;-1
19/06/2022;BE;0;26;36;2;10;0
20/06/2022;BE;6;31;61;-20;-19;5
21/06/2022;BE;9;32;73;-5;-11;2
22/06/2022;BE;9;27;87;-7;-12;1
23/06/2022;BE;8;31;75;-7;-13;2
24/06/2022;BE;0;26;61;-10;-15;3
25/06/2022;BE;-3;17;59;4;10;-1
26/06/2022;BE;10;30;74;12;13;-3
27/06/2022;BE;7;29;50;-10;-16;3
28/06/2022;BE;17;34;95;-5;-14;1
29/06/2022;BE;14;30;92;-6;-14;0
30/06/2022;BE;4;29;28;-13;-17;3
01/07/2022;BE;4;30;80;-11;-25;3
02/07/2022;BE;-3;16;91;8;3;-3
03/07/2022;BE;15;30;86;15;7;-4
04/07/2022;BE;12;30;88;-13;-29;3
05/07/2022;BE;12;30;94;-14;-27;3
06/07/2022;BE;7;20;79;-15;-27;2
07/07/2022;BE;3;26;50;-19;-28;5
08/07/2022;BE;-1;24;96;-17;-30;3
09/07/2022;BE;-10;11;81;0;-3;-2
10/07/2022;BE;4;24;87;7;2;-3
11/07/2022;BE;12;28;107;-16;-40;5
12/07/2022;BE;8;29;108;-18;-34;4
13/07/2022;BE;1;19;91;-19;-33;3
14/07/2022;BE;4;26;99;-20;-34;5
15/07/2022;BE;-6;18;113;-20;-36;6
16/07/2022;BE;-13;11;99;0;-4;-1
17/07/2022;BE;-2;25;101;6;4;-3
18/07/2022;BE;0;26;110;-24;-45;10
19/07/2022;BE;-11;20;101;-30;-46;16
20/07/2022;BE;5;31;95;-21;-43;4
21/07/2022;BE;-27;-44;143;-36;-79;16
22/07/2022;BE;-5;28;118;-24;-56;9
23/07/2022;BE;-15;5;118;-1;-5;-1
24/07/2022;BE;-7;13;101;0;2;-3
25/07/2022;BE;5;27;98;-22;-46;8
26/07/2022;BE;7;25;98;-22;-44;8
27/07/2022;BE;6;18;109;-20;-42;5
28/07/2022;BE;7;26;112;-20;-43;7
29/07/2022;BE;-4;22;112;-20;-44;7
30/07/2022;BE;-13;9;93;1;-3;-1
31/07/2022;BE;0;23;77;6;9;-2
01/08/2022;BE;9;32;106;-19;-41;7
02/08/2022;BE;10;31;139;-19;-39;6
03/08/2022;BE;1;20;130;-19;-38;5
04/08/2022;BE;3;28;111;-20;-39;7
05/08/2022;BE;-2;25;106;-18;-40;6
06/08/2022;BE;-9;11;105;5;-2;-1
07/08/2022;BE;9;29;108;12;9;-4
08/08/2022;BE;13;33;121;-17;-37;5
09/08/2022;BE;12;32;140;-17;-35;5
10/08/2022;BE;4;22;125;-18;-34;4
11/08/2022;BE;3;29;121;-21;-35;6
12/08/2022;BE;-7;26;122;-20;-37;6
13/08/2022;BE;-16;15;121;-1;-1;-1
14/08/2022;BE;4;33;116;9;8;-3
15/08/2022;BE;-6;-36;179;-32;-80;15
16/08/2022;BE;11;49;112;-18;-34;7
17/08/2022;BE;0;24;71;-20;-30;7
18/08/2022;BE;6;28;109;-17;-30;8
19/08/2022;BE;-6;23;81;-20;-32;9
20/08/2022;BE;-8;12;105;2;3;1
21/08/2022;BE;7;27;100;11;11;-1
22/08/2022;BE;8;28;103;-15;-30;7
23/08/2022;BE;11;30;121;-13;-27;7
24/08/2022;BE;6;24;112;-13;-26;5
25/08/2022;BE;5;29;105;-15;-26;7
26/08/2022;BE;-2;27;99;-14;-27;7
27/08/2022;BE;-7;15;99;5;5;0
28/08/2022;BE;10;32;106;13;13;-2
29/08/2022;BE;14;34;83;-10;-26;6
30/08/2022;BE;14;35;86;-9;-23;5
31/08/2022;BE;12;33;72;-10;-22;4
01/09/2022;BE;7;36;65;-8;-21;4
02/09/2022;BE;0;29;78;-7;-20;3
03/09/2022;BE;-4;21;77;6;5;-1
04/09/2022;BE;13;35;91;15;12;-3
05/09/2022;BE;2;30;59;-6;-22;3
06/09/2022;BE;3;31;72;-5;-19;2
07/09/2022;BE;5;30;64;-6;-19;2
08/09/2022;BE;-2;27;38;-8;-19;3
09/09/2022;BE;-6;25;37;-10;-20;4
10/09/2022;BE;-7;18;41;0;4;0
11/09/2022;BE;9;28;85;13;12;-2
12/09/2022;BE;6;28;73;-4;-20;2
15/02/2020;BE_BRU;11;8;89;18;1;-1
16/02/2020;BE_BRU;-1;-2;-1;8;-5;1
17/02/2020;BE_BRU;2;1;15;4;4;0
18/02/2020;BE_BRU;6;3;20;7;5;-1
19/02/2020;BE_BRU;0;1;10;3;5;-1
20/02/2020;BE_BRU;-4;-3;6;3;3;0
21/02/2020;BE_BRU;1;1;3;7;2;0
22/02/2020;BE_BRU;-6;-4;-12;4;-1;0
23/02/2020;BE_BRU;-9;-13;-34;0;-5;0
24/02/2020;BE_BRU;3;-5;-21;-9;-18;3
25/02/2020;BE_BRU;3;-1;-3;-7;-17;3
26/02/2020;BE_BRU;-4;-5;-22;-9;-16;2
27/02/2020;BE_BRU;-8;-7;-35;-13;-18;4
28/02/2020;BE_BRU;-3;-3;-16;-7;-18;4
29/02/2020;BE_BRU;-7;-1;-24;-2;-2;0
01/03/2020;BE_BRU;-5;1;10;7;-4;-1
02/03/2020;BE_BRU;-8;1;-21;-1;2;1
03/03/2020;BE_BRU;2;7;6;-2;3;0
04/03/2020;BE_BRU;-3;4;-10;-1;3;0
05/03/2020;BE_BRU;-6;-2;-20;0;2;1
06/03/2020;BE_BRU;-2;3;-8;6;0;1
07/03/2020;BE_BRU;2;1;29;6;1;0
08/03/2020;BE_BRU;-5;-9;-16;3;-5;1
09/03/2020;BE_BRU;-5;2;2;-4;0;1
10/03/2020;BE_BRU;-10;2;-14;-8;0;2
11/03/2020;BE_BRU;-12;3;-15;-7;-1;2
12/03/2020;BE_BRU;-13;16;-7;-10;-4;3
13/03/2020;BE_BRU;-19;32;-23;-19;-14;7
14/03/2020;BE_BRU;-73;-13;1;-41;-33;12
15/03/2020;BE_BRU;-70;-27;13;-44;-37;9
16/03/2020;BE_BRU;-50;2;-13;-51;-47;18
17/03/2020;BE_BRU;-55;13;28;-57;-55;19
18/03/2020;BE_BRU;-73;-16;11;-66;-64;24
19/03/2020;BE_BRU;-83;-35;-34;-77;-72;31
20/03/2020;BE_BRU;-85;-37;-57;-78;-72;35
21/03/2020;BE_BRU;-88;-48;-35;-76;-60;24
22/03/2020;BE_BRU;-86;-56;-23;-76;-58;17
23/03/2020;BE_BRU;-83;-38;-35;-79;-75;31
24/03/2020;BE_BRU;-84;-35;-29;-80;-76;32
25/03/2020;BE_BRU;-85;-38;-35;-79;-75;31
26/03/2020;BE_BRU;-85;-38;-43;-81;-76;34
27/03/2020;BE_BRU;-85;-36;-40;-79;-75;36
28/03/2020;BE_BRU;-88;-47;-36;-77;-62;24
29/03/2020;BE_BRU;-89;-65;-64;-82;-62;19
30/03/2020;BE_BRU;-85;-42;-47;-81;-76;32
31/03/2020;BE_BRU;-84;-37;-35;-81;-76;32
01/04/2020;BE_BRU;-85;-39;-28;-80;-75;31
02/04/2020;BE_BRU;-86;-41;-55;-82;-77;34
03/04/2020;BE_BRU;-85;-37;-42;-80;-75;36
04/04/2020;BE_BRU;-87;-44;-20;-74;-61;24
05/04/2020;BE_BRU;-84;-49;9;-72;-57;17
06/04/2020;BE_BRU;-83;-39;-22;-79;-75;31
07/04/2020;BE_BRU;-82;-32;-4;-79;-75;31
08/04/2020;BE_BRU;-83;-35;-11;-78;-74;29
09/04/2020;BE_BRU;-83;-32;-14;-79;-75;32
10/04/2020;BE_BRU;-83;-30;-14;-77;-75;34
11/04/2020;BE_BRU;-86;-39;-6;-71;-57;22
12/04/2020;BE_BRU;-84;-53;-8;-74;-56;17
13/04/2020;BE_BRU;-89;-73;-26;-86;-90;37
14/04/2020;BE_BRU;-82;-28;-32;-79;-75;31
15/04/2020;BE_BRU;-82;-32;-18;-77;-73;29
16/04/2020;BE_BRU;-83;-32;-14;-78;-74;31
17/04/2020;BE_BRU;-82;-32;-17;-76;-73;34
18/04/2020;BE_BRU;-86;-45;-48;-75;-56;24
19/04/2020;BE_BRU;-85;-57;-26;-74;-54;17
20/04/2020;BE_BRU;-78;-39;0;-76;-73;30
21/04/2020;BE_BRU;-78;-33;-1;-77;-72;29
22/04/2020;BE_BRU;-79;-33;2;-75;-70;28
23/04/2020;BE_BRU;-79;-31;-2;-75;-71;29
24/04/2020;BE_BRU;-80;-32;-19;-75;-70;32
25/04/2020;BE_BRU;-83;-39;-8;-69;-51;21
26/04/2020;BE_BRU;-80;-45;23;-67;-50;15
27/04/2020;BE_BRU;-77;-38;5;-74;-70;28
28/04/2020;BE_BRU;-81;-37;-48;-78;-71;28
29/04/2020;BE_BRU;-79;-31;-36;-75;-69;28
30/04/2020;BE_BRU;-76;-20;-35;-74;-69;29
01/05/2020;BE_BRU;-86;-63;-29;-81;-86;39
02/05/2020;BE_BRU;-81;-33;-28;-69;-50;21
03/05/2020;BE_BRU;-79;-44;2;-67;-47;15
04/05/2020;BE_BRU;-73;-29;-8;-70;-66;26
05/05/2020;BE_BRU;-72;-23;19;-70;-66;26
06/05/2020;BE_BRU;-73;-25;26;-67;-64;24
07/05/2020;BE_BRU;-73;-24;13;-69;-65;26
08/05/2020;BE_BRU;-74;-26;13;-66;-64;28
09/05/2020;BE_BRU;-76;-28;47;-58;-41;16
10/05/2020;BE_BRU;-76;-40;-26;-63;-38;12
11/05/2020;BE_BRU;-59;-27;-15;-63;-61;23
12/05/2020;BE_BRU;-60;-21;-4;-62;-61;23
13/05/2020;BE_BRU;-62;-23;-15;-61;-60;22
14/05/2020;BE_BRU;-63;-19;0;-61;-61;22
15/05/2020;BE_BRU;-63;-18;15;-57;-59;24
16/05/2020;BE_BRU;-65;-23;16;-47;-32;14
17/05/2020;BE_BRU;-69;-27;68;-48;-29;10
18/05/2020;BE_BRU;-53;-19;42;-54;-57;20
19/05/2020;BE_BRU;-53;-12;50;-55;-56;20
20/05/2020;BE_BRU;-50;-3;51;-52;-55;17
21/05/2020;BE_BRU;-73;-46;85;-67;-81;25
22/05/2020;BE_BRU;-54;-8;-11;-57;-65;24
23/05/2020;BE_BRU;-59;-21;18;-44;-26;13
24/05/2020;BE_BRU;-72;-33;16;-51;-23;8
25/05/2020;BE_BRU;-49;-21;51;-52;-55;19
26/05/2020;BE_BRU;-49;-13;65;-54;-53;18
27/05/2020;BE_BRU;-52;-14;69;-51;-52;17
28/05/2020;BE_BRU;-52;-11;54;-52;-53;19
29/05/2020;BE_BRU;-52;-9;68;-48;-51;19
30/05/2020;BE_BRU;-54;-15;79;-35;-10;8
31/05/2020;BE_BRU;-63;-17;100;-38;-11;5
01/06/2020;BE_BRU;-70;-53;146;-64;-79;22
02/06/2020;BE_BRU;-44;0;70;-48;-49;15
03/06/2020;BE_BRU;-48;-7;59;-47;-49;15
04/06/2020;BE_BRU;-55;-13;-25;-53;-50;19
05/06/2020;BE_BRU;-56;-15;-30;-50;-49;20
06/06/2020;BE_BRU;-50;-15;13;-37;-12;10
07/06/2020;BE_BRU;-56;-18;56;-34;-12;7
08/06/2020;BE_BRU;-36;-22;-20;-47;-48;16
09/06/2020;BE_BRU;-34;-14;5;-46;-47;15
10/06/2020;BE_BRU;-35;-14;18;-44;-47;14
11/06/2020;BE_BRU;-34;-12;19;-45;-47;15
12/06/2020;BE_BRU;-34;-13;11;-40;-45;14
13/06/2020;BE_BRU;-34;-16;77;-26;-2;4
14/06/2020;BE_BRU;-42;-16;60;-32;1;2
15/06/2020;BE_BRU;-27;-13;65;-40;-45;13
16/06/2020;BE_BRU;-27;-7;52;-41;-45;12
17/06/2020;BE_BRU;-36;-17;-13;-42;-45;13
18/06/2020;BE_BRU;-29;-8;31;-41;-45;12
19/06/2020;BE_BRU;-29;-10;37;-36;-44;11
20/06/2020;BE_BRU;-33;-17;60;-23;-2;3
21/06/2020;BE_BRU;-41;-17;47;-30;-2;2
22/06/2020;BE_BRU;-23;-12;69;-37;-47;11
23/06/2020;BE_BRU;-21;-6;93;-36;-45;10
24/06/2020;BE_BRU;-26;-8;82;-36;-42;9
25/06/2020;BE_BRU;-27;-7;72;-36;-43;9
26/06/2020;BE_BRU;-30;-9;35;-33;-43;10
27/06/2020;BE_BRU;-34;-17;18;-23;-6;3
28/06/2020;BE_BRU;-36;-13;55;-24;5;1
29/06/2020;BE_BRU;-20;-11;31;-36;-43;10
30/06/2020;BE_BRU;-21;-11;-1;-37;-43;11
01/07/2020;BE_BRU;-23;-11;8;-36;-44;9
02/07/2020;BE_BRU;-21;-9;31;-36;-45;9
03/07/2020;BE_BRU;-24;-11;41;-31;-45;9
04/07/2020;BE_BRU;-30;-19;10;-21;-7;2
05/07/2020;BE_BRU;-34;-15;33;-26;-4;1
